['53', 'ИркГТУ', 'Динамика, устойчивость и аэродинамика транспортных аппаратов в близи г раницы раздела сред', '3', '55.13.85;55.20.15', 'Е', 'Е', 'Выставка "Новые приборы агропромышленного комплекса", Институт мясной и молочной промышленности, Москва', 'Прибор для определения жира и белка в молоке', 'Суминов В.М.', 'проф.,д.т.н.']
['1', 'АлтГТУ', 'Исследование закономерностей специальных видов ректификации.', '1', '20.23.21;55.47.07', 'Е', 'Е', 'Международный семинар-выставка "Информационные технологии в образовании и науке"', '', 'Попов В.В.', 'доцент, ктн']
